,key,LocID,airport name,facility type,FAA region,county,city,state,airport type,latitude,longiutde,Boundary Data Available
2292,728.0,LXV,LAKE COUNTY,Airport,ANM,LAKE,LEADVILLE,CO,Public Use,39.219472,-106.316417,Yes
2293,693.0,ASE,ASPEN-PITKIN CO/SARDY FIELD,Airport,ANM,PITKIN,ASPEN,CO,Public Use,39.221878,-106.868235,Yes
2294,607.0,GOO,NEVADA COUNTY AIR PARK,Airport,AWP,NEVADA,GRASS VALLEY,CA,Public Use,39.224028,-121.003083,Yes
2295,1927.0,9K5,SLATER MEMORIAL,Airport,ACE,SALINE,SLATER,MO,Public Use,39.229389,-93.072778,Yes
2296,2396.0,A34,DAYTON VALLEY AIRPARK,Airport,AWP,LYON,DAYTON/CARSON CITY,NV,Public Use,39.238417,-119.555444,Yes
2297,726.0,ITR,KIT CARSON COUNTY,Airport,ANM,KIT CARSON,BURLINGTON,CO,Public Use,39.2425,-102.285389,Yes
2298,4435.0,W50,DAVIS,Airport,AEA,MONTGOMERY,LAYTONSVILLE,MD,Public Use,39.243556,-77.150333,No
2299,2525.0,ISZ,CINCINNATI-BLUE ASH,Airport,AGL,HAMILTON,CINCINNATI,OH,Public Use,39.246694,-84.388972,Yes
2300,2524.0,I67,CINCINNATI WEST,Airport,AGL,HAMILTON,HARRISON,OH,Public Use,39.259276,-84.774307,Yes
2301,1242.0,BAK,COLUMBUS MUNI,Airport,AGL,BARTHOLOMEW,COLUMBUS,IN,Public Use,39.261917,-85.896333,Yes
2302,577.0,LLR,LITTLE RIVER,Airport,AWP,MENDOCINO,LITTLE RIVER,CA,Public Use,39.262056,-123.753778,Yes
2303,4436.0,W48,ESSEX SKYPARK,Airport,AEA,BALTIMORE,BALTIMORE,MD,Public Use,39.262421,-76.432113,No
2304,2333.0,26N,OCEAN CITY MUNI,Airport,AEA,CAPE MAY,OCEAN CITY,NJ,Public Use,39.263472,-74.607472,Yes
2305,732.0,C07,MACK MESA,Airport,ANM,MESA,MACK,CO,Public Use,39.268111,-108.864028,Yes
2306,4447.0,4MD,PIER 7,Airport,AEA,BALTIMORE,BALTIMORE,MD,Public Use,39.272222,-76.571667,No
2307,731.0,LIC,LIMON MUNI,Airport,ANM,LINCOLN,LIMON,CO,Public Use,39.274778,-103.665861,Yes
2308,494.0,BLU,BLUE CANYON - NYACK,Airport,AWP,PLACER,EMIGRANT GAP,CA,Public Use,39.274972,-120.70975,Yes
2309,4658.0,0N0,ROOSTERVILLE,Airport,ACE,CLAY,LIBERTY,MO,Public Use,39.289833,-94.442444,No
2310,3654.0,CKB,NORTH CENTRAL WEST VIRGINIA,Airport,AEA,HARRISON,CLARKSBURG,WV,Federalized/Commercial,39.296639,-80.228083,Yes
2311,1892.0,MCI,KANSAS CITY INTL,Airport,ACE,PLATTE,KANSAS CITY,MO,Federalized/Commercial,39.297605,-94.713906,Yes
2312,4445.0,MD1,MASSEY AERODROME,Airport,AEA,KENT,MASSEY,MD,Public Use,39.299361,-75.799389,No
2313,2400.0,ELY,ELY ARPT /YELLAND FLD/,Airport,AWP,WHITE PINE,ELY,NV,Public Use,39.299694,-114.841889,Yes
2314,1159.0,1H8,CASEY MUNI,Airport,AGL,CLARK,CASEY,IL,Public Use,39.302509,-88.004062,Yes
2315,4180.0,38N,SMYRNA,Airport,AEA,KENT,SMYRNA,DE,Public Use,39.303667,-75.583806,No
2316,4638.0,K26,CARROLLTON MEMORIAL,Airport,ACE,CARROLL,CARROLLTON,MO,Public Use,39.312167,-93.506556,No
2317,673.0,TRK,TRUCKEE-TAHOE,Airport,AWP,NEVADA,TRUCKEE,CA,Public Use,39.320042,-120.139563,Yes
2318,1567.0,MTN,MARTIN STATE,Airport,AEA,BALTIMORE,BALTIMORE,MD,Public Use,39.325667,-76.413778,Yes
2319,1258.0,I34,GREENSBURG MUNICIPAL,Airport,AGL,DECATUR,GREENSBURG,IN,Public Use,39.326911,-85.522527,Yes
2320,2605.0,22I,VINTON COUNTY,Airport,AGL,VINTON,MC ARTHUR,OH,Public Use,39.328125,-82.441822,Yes
2321,3365.0,41U,MANTI-EPHRAIM,Airport,ANM,SANPETE,MANTI,UT,Public Use,39.329128,-111.61464,Yes
2322,1907.0,GPH,MIDWEST NATIONAL AIR CENTER,Airport,ACE,CLAY,MOSBY,MO,Public Use,39.3325,-94.309639,Yes
2323,1876.0,3EX,EXCELSIOR SPRINGS MEMORIAL,Airport,ACE,RAY,EXCELSIOR SPRINGS,MO,Public Use,39.337706,-94.197189,Yes
2324,3651.0,PKB,MID-OHIO VALLEY RGNL,Airport,AEA,WOOD,PARKERSBURG,WV,Public Use,39.344972,-81.439306,Yes
2325,4391.0,RCP,ROOKS COUNTY RGNL,Airport,ACE,ROOKS,STOCKTON,KS,Public Use,39.346583,-99.304639,No
2326,3361.0,69V,HUNTINGTON MUNI,Airport,ANM,EMERY,HUNTINGTON,UT,Public Use,39.361225,-110.916981,Yes
2327,2519.0,HAO,BUTLER CO RGNL,Airport,AGL,BUTLER,HAMILTON,OH,Public Use,39.36375,-84.521944,Yes
2328,1353.0,1F5,HOXIE-SHERIDAN COUNTY,Airport,ACE,SHERIDAN,HOXIE,KS,Public Use,39.365083,-100.438083,Yes
2329,4396.0,FLV,SHERMAN AAF,Airport,ACE,LEAVENWORTH,FORT LEAVENWORTH,KS,Public Use,39.367576,-94.91434,No
2330,2329.0,MIV,MILLVILLE MUNI,Airport,AEA,CUMBERLAND,MILLVILLE,NJ,Public Use,39.367806,-75.072222,Yes
2331,4820.0,2P5,HOLLY CITY,Airport,AEA,CUMBERLAND,MILLVILLE,NJ,Public Use,39.369003,-75.073511,No
2332,1851.0,H19,BOWLING GREEN MUNI,Airport,ACE,PIKE,BOWLING GREEN,MO,Public Use,39.369934,-91.219256,Yes
2333,1391.0,GLD,RENNER FLD /GOODLAND MUNI/,Airport,ACE,SHERMAN,GOODLAND,KS,Public Use,39.370639,-101.699,Yes
2334,1351.0,HLC,HILL CITY MUNI,Airport,ACE,GRAHAM,HILL CITY,KS,Public Use,39.380194,-99.831472,Yes
2335,3355.0,DTA,DELTA MUNI,Airport,ANM,MILLARD,DELTA,UT,Public Use,39.383598,-112.502205,Yes
2336,1329.0,CYW,CLAY CENTER MUNI,Airport,ACE,CLAY,CLAY CENTER,KS,Public Use,39.387139,-97.157214,Yes
2337,3639.0,MRB,EASTERN WV RGNL/SHEPHERD FLD,Airport,AEA,BERKELEY,MARTINSBURG,WV,Public Use,39.401903,-77.984669,Yes
2338,2419.0,SPZ,SILVER SPRINGS,Airport,AWP,LYON,SILVER SPRINGS,NV,Public Use,39.403056,-119.251194,Yes
2339,5370.0,6W0,WADE F MALEY FIELD,Airport,AEA,HARRISON,SHINNSTON,WV,Public Use,39.406111,-80.276861,No
2340,4442.0,1W5,HOBY WOLF,Airport,AEA,CARROLL,ELDERSBURG,MD,Public Use,39.407944,-76.927556,No
2341,1219.0,2H0,SHELBY COUNTY,Airport,AGL,SHELBY,SHELBYVILLE,IL,Public Use,39.410602,-88.845425,Yes
2342,1564.0,FDK,FREDERICK MUNI,Airport,AEA,FREDERICK,FREDERICK,MD,Public Use,39.417556,-77.374306,Yes
2343,1234.0,5K1,ZELMER MEMORIAL AIRPARK INC,Airport,AGL,MACOUPIN,PALMYRA,IL,Public Use,39.420048,-89.991218,Yes
2344,4335.0,3FK,FRANKLIN FLYING FIELD,Airport,AGL,JOHNSON,FRANKLIN,IN,Public Use,39.426439,-86.058322,No
2345,1397.0,CBK,SHALZ FIELD,Airport,ACE,THOMAS,COLBY,KS,Public Use,39.427444,-101.046611,Yes
2346,4980.0,ILN,WILMINGTON AIR PARK,Airport,AGL,CLINTON,WILMINGTON,OH,Federalized/Commercial,39.42792,-83.792119,No
2347,1385.0,K75,OSBORNE MUNI,Airport,ACE,OSBORNE,OSBORNE,KS,Public Use,39.429177,-98.679516,Yes
2348,4948.0,2B6,HOLLISTER FIELD,Airport,AGL,CLINTON,WILMINGTON,OH,Public Use,39.437562,-83.708256,No
2349,2595.0,RZT,ROSS COUNTY,Airport,AGL,ROSS,CHILLICOTHE,OH,Public Use,39.440422,-83.02306,Yes
2350,3641.0,4G7,FAIRMONT MUNI-FRANKMAN FIELD,Airport,AEA,MARION,FAIRMONT,WV,Public Use,39.447792,-80.167388,Yes
2351,551.0,1Q5,GRAVELLY VALLEY,Airport,AWP,LAKE,UPPER LAKE,CA,Public Use,39.450722,-122.954611,Yes
2352,4110.0,O28,ELLS FIELD-WILLITS MUNI,Airport,AWP,MENDOCINO,WILLITS,CA,Public Use,39.451298,-123.372284,No
2353,1305.0,HUF,TERRE HAUTE INTL-HULMAN FIELD,Airport,AGL,VIGO,TERRE HAUTE,IN,Public Use,39.451472,-87.307583,Yes
2354,4106.0,F25,BROWNSVILLE,Airport,AWP,YUBA,BROWNSVILLE,CA,Public Use,39.455222,-121.291639,No
2355,2318.0,ACY,ATLANTIC CITY INTL,Airport,AEA,ATLANTIC,ATLANTIC CITY,NJ,Federalized/Commercial,39.457583,-74.577167,Yes
2356,2560.0,I68,LEBANON-WARREN COUNTY,Airport,AGL,WARREN,LEBANON,OH,Public Use,39.462173,-84.251847,Yes
2357,1914.0,MBY,OMAR N BRADLEY,Airport,ACE,RANDOLPH,MOBERLY,MO,Public Use,39.463417,-92.426389,Yes
2358,4434.0,2W2,CLEARVIEW AIRPARK,Airport,AEA,CARROLL,WESTMINSTER,MD,Public Use,39.467028,-77.017444,No
2359,2391.0,TMT,AUSTIN,Airport,AWP,LANDER,AUSTIN,NV,Public Use,39.467944,-117.197444,Yes
2360,1375.0,K61,MORITZ MEMORIAL,Airport,ACE,MITCHELL,BELOIT,KS,Public Use,39.471152,-98.128784,Yes
2361,4817.0,00N,BUCKS,Airport,AEA,CUMBERLAND,BRIDGETON,NJ,Public Use,39.473028,-75.184417,No
2362,1239.0,0I2,BRAZIL CLAY COUNTY,Airport,AGL,CLAY,BRAZIL,IN,Public Use,39.476736,-87.099709,Yes
2363,1166.0,MTO,COLES COUNTY MEMORIAL,Airport,AGL,COLES,MATTOON/CHARLESTON,IL,Public Use,39.477889,-88.279972,Yes
2364,4664.0,0C1,TRIPLE R,Airport,ACE,PLATTE,DEARBORN,MO,Public Use,39.48775,-94.781139,No
2365,616.0,OVE,OROVILLE MUNI,Airport,AWP,BUTTE,OROVILLE,CA,Public Use,39.487806,-121.622,Yes
2366,4370.0,52K,CHARLES E GRUTZMACHER MUNI,Airport,ACE,POTTAWATOMIE,ONAGA,KS,Public Use,39.49795,-96.175083,No
2367,5368.0,70D,TITUS FIELD,Airport,AEA,PRESTON,ARTHURDALE,WV,Public Use,39.498889,-79.853139,No
2368,2402.0,FLX,FALLON MUNI,Airport,AWP,CHURCHILL,FALLON,NV,Public Use,39.499083,-118.74875,Yes
2369,2417.0,RNO,RENO/TAHOE INTL,Airport,AWP,WASHOE,RENO,NV,Federalized/Commercial,39.499111,-119.768111,Yes
2370,4437.0,W42,FALLSTON,Airport,AEA,HARFORD,FALLSTON,MD,Public Use,39.501333,-76.411333,No
2371,4352.0,78I,PAM'S PLACE,Airport,AGL,PUTNAM,EMINENCE,IN,Public Use,39.501647,-86.688502,No
2372,2568.0,OXD,MIAMI UNIVERSITY,Airport,AGL,BUTLER,OXFORD,OH,Public Use,39.50225,-84.784361,Yes
2373,2528.0,I66,CLINTON FIELD,Airport,AGL,CLINTON,WILMINGTON,OH,Public Use,39.502472,-83.863306,Yes
2374,4965.0,40I,RED STEWART AIRFIELD,Airport,AGL,WARREN,WAYNESVILLE,OH,Public Use,39.505338,-84.121879,No
2375,717.0,GWS,GLENWOOD SPRINGS MUNI,Airport,ANM,GARFIELD,GLENWOOD SPRINGS,CO,Public Use,39.506,-107.309083,Yes
2376,687.0,WLW,WILLOWS-GLENN COUNTY,Airport,AWP,GLENN,WILLOWS,CA,Public Use,39.51575,-122.217278,Yes
2377,2585.0,CYO,PICKAWAY COUNTY MEMORIAL,Airport,AGL,PICKAWAY,CIRCLEVILLE,OH,Public Use,39.516,-82.982139,Yes
2378,4181.0,EVY,SUMMIT,Airport,AEA,NEW CASTLE,MIDDLETOWN,DE,Public Use,39.521028,-75.723667,No
2379,4821.0,29N,KROELINGER,Airport,AEA,CUMBERLAND,VINELAND,NJ,Public Use,39.524004,-75.046343,No
2380,3368.0,43U,MOUNT PLEASANT,Airport,ANM,SANPETE,MOUNT PLEASANT,UT,Public Use,39.526543,-111.476088,Yes
2381,716.0,RIL,GARFIELD COUNTY RGNL,Airport,ANM,GARFIELD,RIFLE,CO,Public Use,39.526611,-107.728,Yes
2382,2569.0,MWO,MIDDLETOWN REGIONAL/HOOK FIELD,Airport,AGL,BUTLER,MIDDLETOWN,OH,Public Use,39.531806,-84.396444,Yes
2383,1225.0,TAZ,TAYLORVILLE MUNI,Airport,AGL,CHRISTIAN,TAYLORVILLE,IL,Public Use,39.532586,-89.330707,Yes
2384,4329.0,12I,BROOKVILLE RESERVOIR,Airport,AGL,FRANKLIN,BROOKVILLE,IN,Public Use,39.533306,-85.000556,No
2385,2345.0,28N,VINELAND-DOWNSTOWN,Airport,AEA,GLOUCESTER,VINELAND,NJ,Public Use,39.539583,-74.967667,Yes
2386,4441.0,M06,HAVRE DE GRACE,Airport,AEA,HARFORD,HAVRE DE GRACE,MD,Public Use,39.541502,-76.069672,No
2387,1300.0,3I3,SKY KING,Airport,AGL,VIGO,TERRE HAUTE,IN,Public Use,39.547787,-87.377353,Yes
2388,1322.0,CNK,BLOSSER MUNI,Airport,ACE,CLOUD,CONCORDIA,KS,Public Use,39.549222,-97.652306,Yes
2389,4863.0,N58,TIGER FLD,Airport,AWP,LYON,FERNLEY,NV,Public Use,39.559611,-119.241444,No
2390,4122.0,O06,LAKE OROVILLE LANDING AREA,Airport,AWP,BUTTE,OROVILLE,CA,Public Use,39.566553,-121.467746,No
2391,4440.0,0W3,HARFORD COUNTY,Airport,AEA,HARFORD,CHURCHVILLE,MD,Public Use,39.566838,-76.202403,No
2392,698.0,APA,CENTENNIAL,Airport,ANM,ARAPAHOE,DENVER,CO,Public Use,39.570111,-104.849306,Yes
2393,2539.0,I23,FAYETTE COUNTY,Airport,AGL,FAYETTE,WASHINGTON COURT HOUSE,OH,Public Use,39.570404,-83.420516,Yes
2394,1315.0,K59,AMELIA EARHART,Airport,ACE,ATCHISON,ATCHISON,KS,Public Use,39.570525,-95.180331,Yes
2395,4433.0,58M,CECIL COUNTY,Airport,AEA,CECIL,ELKTON,MD,Public Use,39.574167,-75.869778,No
2396,1565.0,2G4,GARRETT COUNTY,Airport,AEA,GARRETT,OAKLAND,MD,Public Use,39.580806,-79.335944,Yes
2397,4135.0,O79,SIERRAVILLE DEARWATER,Airport,AWP,SIERRA,SIERRAVILLE,CA,Public Use,39.581667,-120.354028,No
2398,1299.0,GEZ,SHELBYVILLE MUNI,Airport,AGL,SHELBY,SHELBYVILLE,IN,Public Use,39.583139,-85.804806,Yes
2399,2534.0,MGY,DAYTON-WRIGHT BROTHERS,Airport,AGL,MONTGOMERY,DAYTON,OH,Public Use,39.588972,-84.224861,Yes
2400,4656.0,5MO,PLATTSBURG AIRPARK,Airport,ACE,CLINTON,PLATTSBURG,MO,Public Use,39.594583,-94.461417,No
2401,2401.0,05U,EUREKA,Airport,AWP,EUREKA,EUREKA,NV,Public Use,39.60375,-116.003611,Yes
2402,1569.0,1W3,MEXICO FARMS,Airport,AEA,ALLEGANY,CUMBERLAND,MD,Public Use,39.60525,-78.760889,Yes
2403,1560.0,DMW,CARROLL COUNTY RGNL/JACK B POAGE FIELD,Airport,AEA,CARROLL,WESTMINSTER,MD,Public Use,39.608278,-77.007667,Yes
2404,3353.0,PUC,CARBON COUNTY RGNL/BUCK DAVIS FIELD,Airport,ANM,CARBON,PRICE,UT,Public Use,39.613917,-110.751444,Yes
2405,4439.0,CBE,GREATER CUMBERLAND RGNL,Airport,AEA,MINERAL,CUMBERLAND,MD,Public Use,39.615387,-78.760807,No
2406,1259.0,HFY,GREENWOOD MUNI,Airport,AGL,JOHNSON,INDIANAPOLIS,IN,Public Use,39.627611,-86.088028,Yes
2407,4927.0,14I,BLOOM,Airport,AGL,GREENE,JAMESTOWN,OH,Public Use,39.633394,-83.749924,No
2408,1294.0,4I7,PUTNAM COUNTY,Airport,AGL,PUTNAM,GREENCASTLE,IN,Public Use,39.633556,-86.813806,Yes
2409,1860.0,K52,CAPT. BEN SMITH AIRFIELD - MONROE CITY,Airport,ACE,MONROE,MONROE CITY,MO,Public Use,39.634411,-91.726994,Yes
2410,1210.0,PPQ,PITTSFIELD PENSTONE MUNI,Airport,AGL,PIKE,PITTSFIELD,IL,Public Use,39.63889,-90.778559,Yes
2411,710.0,EGE,EAGLE COUNTY RGNL,Airport,ANM,EAGLE,EAGLE,CO,Public Use,39.64275,-106.915944,Yes
2412,3653.0,MGW,MORGANTOWN MUNI-WALTER L. BILL HART FLD,Airport,AEA,MONONGALIA,MORGANTOWN,WV,Public Use,39.642917,-79.916306,Yes
2413,4932.0,03I,CLARKS DREAM STRIP,Airport,AGL,PICKAWAY,CIRCLEVILLE,OH,Public Use,39.643694,-83.017472,No
2414,2573.0,I71,MORGAN COUNTY,Airport,AGL,MORGAN,MC CONNELSVILLE,OH,Public Use,39.654238,-81.803189,Yes
2415,4827.0,C01,SOUTHERN CROSS,Airport,AEA,GLOUCESTER,WILLIAMSTOWN,NJ,Public Use,39.655556,-75.014444,No
2416,4818.0,31E,EAGLES NEST,Airport,AEA,OCEAN,WEST CREEK,NJ,Public Use,39.665083,-74.307556,No
2417,4861.0,N86,SPANISH SPRINGS,Airport,AWP,WASHOE,RENO,NV,Public Use,39.666577,-119.723243,No
2418,2326.0,N81,HAMMONTON MUNI,Airport,AEA,ATLANTIC,HAMMONTON,NJ,Public Use,39.667472,-74.757722,Yes
2419,2416.0,RTS,RENO/STEAD,Airport,AWP,WASHOE,RENO,NV,Public Use,39.668177,-119.87644,Yes
2420,772.0,ILG,NEW CASTLE,Airport,AEA,NEW CASTLE,WILMINGTON,DE,Federalized/Commercial,39.678722,-75.606639,Yes
2421,1352.0,K91,HORTON MUNI,Airport,ACE,BROWN,HORTON,KS,Public Use,39.679169,-95.533591,Yes
2422,2572.0,I73,MORAINE AIR PARK,Airport,AGL,MONTGOMERY,DAYTON,OH,Public Use,39.682559,-84.242996,Yes
2423,5365.0,75D,P W JOHNSON MEMORIAL,Airport,AEA,WETZEL,NEW MARTINSVILLE,WV,Public Use,39.684,-80.86225,No
2424,2545.0,I19,GREENE COUNTY-LEWIS A. JACKSON RGNL,Airport,AGL,GREENE,DAYTON,OH,Public Use,39.691028,-83.99199,Yes
2425,2584.0,I86,PERRY COUNTY,Airport,AGL,PERRY,NEW LEXINGTON,OH,Public Use,39.691597,-82.197786,Yes
2426,3657.0,W35,POTOMAC AIRPARK,Airport,AEA,MORGAN,BERKELEY SPRINGS,WV,Public Use,39.692611,-78.166083,Yes
2427,1279.0,CEV,METTEL FIELD,Airport,AGL,FAYETTE,CONNERSVILLE,IN,Public Use,39.698194,-85.131139,Yes
2428,1173.0,PRG,EDGAR COUNTY,Airport,AGL,EDGAR,PARIS,IL,Public Use,39.700159,-87.669619,Yes
2429,2322.0,17N,CROSS KEYS,Airport,AEA,GLOUCESTER,CROSS KEYS,NJ,Public Use,39.705476,-75.033003,Yes
2430,1566.0,HGR,HAGERSTOWN RGNL-RICHARD A HENSON FLD,Airport,AEA,WASHINGTON,HAGERSTOWN,MD,Federalized/Commercial,39.7085,-77.7265,Yes
2431,1241.0,1I7,CLINTON,Airport,AGL,VERMILLION,CLINTON,IN,Public Use,39.712538,-87.401407,Yes
2432,1266.0,IND,INDIANAPOLIS INTL,Airport,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,39.717299,-86.294661,Yes
2433,4115.0,O37,HAIGH FIELD,Airport,AWP,GLENN,ORLAND,CA,Public Use,39.720389,-122.146361,No
2434,1883.0,HAE,HANNIBAL RGNL,Airport,ACE,MARION,HANNIBAL,MO,Public Use,39.725167,-91.443861,Yes
2435,1858.0,EZZ,CAMERON MEMORIAL,Airport,ACE,CLINTON,CAMERON,MO,Public Use,39.727556,-94.276389,Yes
2436,1901.0,K89,MACON-FOWER MEMORIAL,Airport,ACE,MACON,MACON,MO,Public Use,39.728707,-92.464455,Yes
2437,4402.0,K38,WASHINGTON COUNTY MEMORIAL,Airport,ACE,WASHINGTON,WASHINGTON,KS,Public Use,39.735167,-97.047583,No
2438,4828.0,7N7,SPITFIRE AERODROME,Airport,AEA,SALEM,PEDRICKTOWN,NJ,Public Use,39.735563,-75.397721,No
2439,1389.0,PHG,PHILLIPSBURG MUNI,Airport,ACE,PHILLIPS,PHILLIPSBURG,KS,Public Use,39.735806,-99.317111,Yes
2440,3369.0,U14,NEPHI MUNI,Airport,ANM,JUAB,NEPHI,UT,Public Use,39.736583,-111.870056,Yes
2441,4367.0,5K0,BRESSLER FIELD,Airport,ACE,CHEYENNE,BIRD CITY,KS,Public Use,39.744139,-101.556472,No
2442,1261.0,2R2,HENDRICKS COUNTY-GORDON GRAHAM FLD,Airport,AGL,HENDRICKS,INDIANAPOLIS,IN,Public Use,39.746778,-86.475167,Yes
2443,1292.0,7L8,POST-AIR,Airport,AGL,MARION,INDIANAPOLIS,IN,Public Use,39.750043,-86.013871,Yes
2444,2538.0,LHQ,FAIRFIELD COUNTY,Airport,AGL,FAIRFIELD,LANCASTER,OH,Public Use,39.755638,-82.657096,Yes
2445,1297.0,RID,RICHMOND MUNI,Airport,AGL,WAYNE,RICHMOND,IN,Public Use,39.756083,-84.842694,Yes
2446,2840.0,W73,MID ATLANTIC SOARING CENTER,Airport,AEA,ADAMS,FAIRFIELD,PA,Public Use,39.75704,-77.351376,Yes
2447,4935.0,5D7,DAYTON TRANSPORTATION CNTR,Airport,AGL,MONTGOMERY,DAYTON,OH,Public Use,39.758392,-84.191607,No
2448,1327.0,SYF,CHEYENNE COUNTY MUNI,Airport,ACE,CHEYENNE,ST FRANCIS,KS,Public Use,39.761056,-101.795917,Yes
2449,5080.0,P98,SOUTHERN ADAMS COUNTY,Airport,AEA,ADAMS,GETTYSBURG,PA,Public Use,39.761208,-77.275264,No
2450,1398.0,K82,SMITH CENTER MUNI,Airport,ACE,SMITH,SMITH CENTER,KS,Public Use,39.762599,-98.794485,Yes
2451,4341.0,8A4,INDIANAPOLIS DOWNTOWN,Airport,AGL,MARION,INDIANAPOLIS,IN,Public Use,39.765876,-86.148875,No
2452,4934.0,I44,DAHIO TROTWOOD,Airport,AGL,MONTGOMERY,DAYTON,OH,Public Use,39.76589,-84.343278,No
2453,4653.0,MO8,NORTH CENTRAL MISSOURI RGNL,Airport,ACE,LINN,BROOKFIELD,MO,Public Use,39.77,-93.012806,No
2454,1921.0,STJ,ROSECRANS MEMORIAL,Airport,ACE,BUCHANAN,ST JOSEPH,MO,Public Use,39.771944,-94.909706,Yes
2455,1189.0,IJX,JACKSONVILLE MUNI,Airport,AGL,MORGAN,JACKSONVILLE,IL,Public Use,39.774609,-90.23827,Yes
2456,2319.0,19N,CAMDEN COUNTY,Airport,AEA,CAMDEN,BERLIN,NJ,Public Use,39.778444,-74.947806,Yes
2457,2571.0,4G5,MONROE COUNTY,Airport,AGL,MONROE,WOODSFIELD,OH,Public Use,39.779051,-81.10278,Yes
2458,1227.0,K96,TUSCOLA,Airport,AGL,DOUGLAS,TUSCOLA,IL,Public Use,39.781197,-88.306446,Yes
2459,1864.0,CHT,CHILLICOTHE MUNI,Airport,ACE,LIVINGSTON,CHILLICOTHE,MO,Public Use,39.782,-93.49625,Yes
2460,715.0,FTG,FRONT RANGE,Airport,ANM,ADAMS,DENVER,CO,Public Use,39.7842,-104.537622,Yes
2461,4355.0,GFD,POPE FIELD,Airport,AGL,HANCOCK,GREENFIELD,IN,Public Use,39.790321,-85.736089,No
2462,641.0,O09,ROUND VALLEY,Airport,AWP,MENDOCINO,COVELO,CA,Public Use,39.7905,-123.266333,Yes
2463,2829.0,6W6,HANOVER,Airport,AEA,ADAMS,HANOVER,PA,Public Use,39.792806,-77.025056,Yes
2464,5078.0,0P2,SHOESTRING AVIATION AIRFIELD,Airport,AEA,YORK,STEWARTSTOWN,PA,Public Use,39.794824,-76.647191,No
2465,517.0,CIC,CHICO MUNI,Airport,AWP,BUTTE,CHICO,CA,Federalized/Commercial,39.795389,-121.858417,Yes
2466,2577.0,I10,NOBLE COUNTY,Airport,AGL,NOBLE,CALDWELL,OH,Public Use,39.800971,-81.536324,Yes
2467,1368.0,TKO,MANKATO,Airport,ACE,JEWELL,MANKATO,KS,Public Use,39.80279,-98.221162,Yes
2468,4659.0,6K2,SHELBY COUNTY,Airport,ACE,SHELBY,SHELBYVILLE,MO,Public Use,39.812567,-92.050217,No
2469,2594.0,LCK,RICKENBACKER INTL,Airport,AGL,FRANKLIN,COLUMBUS,OH,Federalized/Commercial,39.813778,-82.927806,Yes
2470,1321.0,RPB,BELLEVILLE MUNI,Airport,ACE,REPUBLIC,BELLEVILLE,KS,Public Use,39.81776,-97.659586,Yes
2471,606.0,O02,NERVINO,Airport,AWP,PLUMAS,BECKWOURTH,CA,Public Use,39.818528,-120.352806,Yes
2472,2844.0,N57,NEW GARDEN,Airport,AEA,CHESTER,TOUGHKENAMON,PA,Public Use,39.830526,-75.769745,Yes
2473,1248.0,EYE,EAGLE CREEK AIRPARK,Airport,AGL,MARION,INDIANAPOLIS,IN,Public Use,39.830806,-86.294389,Yes
2474,4399.0,0P1,VAN PAK,Airport,ACE,PHILLIPS,PRAIRIE VIEW,KS,Public Use,39.831694,-99.568444,No
2475,1383.0,OIN,OBERLIN MUNI,Airport,ACE,DECATUR,OBERLIN,KS,Public Use,39.833917,-100.539333,Yes
2476,1170.0,DEC,DECATUR,Airport,AGL,MACON,DECATUR,IL,Public Use,39.834563,-88.865689,Yes
2477,2599.0,SGH,SPRINGFIELD-BECKLEY MUNI,Airport,AGL,CLARK,SPRINGFIELD,OH,Public Use,39.840278,-83.840167,Yes
2478,1318.0,ADT,ATWOOD-RAWLINS COUNTY CITY-COUNTY,Airport,ACE,RAWLINS,ATWOOD,KS,Public Use,39.840339,-101.042483,Yes
2479,5054.0,W05,GETTYSBURG RGNL,Airport,AEA,ADAMS,GETTYSBURG,PA,Public Use,39.841308,-77.27465,No
2480,1268.0,MQJ,INDIANAPOLIS RGNL,Airport,AGL,HANCOCK,INDIANAPOLIS,IN,Public Use,39.843486,-85.897064,Yes
2481,1152.0,SPI,ABRAHAM LINCOLN CAPITAL,Airport,AGL,SANGAMON,SPRINGFIELD,IL,Federalized/Commercial,39.84421,-89.67809,Yes
2482,4395.0,62K,SENECA MUNI,Airport,ACE,NEMAHA,SENECA,KS,Public Use,39.847611,-96.116917,No
2483,1381.0,NRN,NORTON MUNI,Airport,ACE,NORTON,NORTON,KS,Public Use,39.850472,-99.894694,Yes
2484,5039.0,9W8,BAUBLITZ COMMERCIAL,Airport,AEA,YORK,BROGUE,PA,Public Use,39.852324,-76.486353,No
2485,1370.0,MYZ,MARYSVILLE MUNI,Airport,ACE,MARSHALL,MARYSVILLE,KS,Public Use,39.856429,-96.630713,Yes
2486,5070.0,9N2,PHILADELPHIA,Airport,AEA,DELAWARE,ESSINGTON,PA,Public Use,39.859002,-75.299631,No
2487,706.0,DEN,DENVER INTL,Airport,ANM,DENVER,DENVER,CO,Federalized/Commercial,39.861667,-104.673167,Yes
2488,4930.0,I62,BROOKVILLE AIR-PARK,Airport,AGL,MONTGOMERY,BROOKVILLE,OH,Public Use,39.862553,-84.433282,No
2489,2849.0,PHL,PHILADELPHIA INTL,Airport,AEA,PHILADELPHIA,PHILADELPHIA,PA,Federalized/Commercial,39.872249,-75.240866,Yes
